,Restaurant Name,Review ID,Date,Content,Rating
2732,Mezzet Lebanese Restaurant,638208695,December 2018,"Great food and service. Jonas recommended some great dishes and the perfect amount of mezze for four of us to share. Lovely meal, amazing food. Recommend the fig hummus.",5.0
2733,The French Table,560958545,February 2018,"We visited on Wednesday for the first time and were very happy with the service. From the start we were made very welcome, in spite of being slightly late.",5.0
2734,The French Table,560909675,February 2018,Five of us took the tasting menu with matching wines.,5.0
2735,The French Table,560895511,February 2018,"We arrived early on a Friday to a quiet restaurant and as a result had lovely service, as the night went on and the restaurant got busier we were clearly forgotten, we’d ordered desserts and drinks and waited 30mins before anything arrived, desserts came but one, the special (chocolate soufflé), was half cooked... the drinks didn’t arrived until we had finished desserts. When cleared, I informed the waitress my dessert wasn’t cooked and she’d speak to the chef. She never came back and only found out she’d taken it off when we got the bill. I felt sorry for the waitress as she seemed to be the only one serving downstairs, however for the price I paid, Iexpected better.",3.0
2736,Mezzet Lebanese Restaurant,638425817,December 2018,"What a gorgeous evening! Difficult to choose from the menu, too good, so will have to come back for more! The starters were amazing... Fig Hummus, Whitebait, Chicken Wings and Babaganoush, yum!! Mains were not disappointing either and washed down with Aperol Spritz, G&T and Apple Martini. If you’ve not been, it’s a MUST! Experience enhances by our charming waiter, Jonas. Thank you, it was a great evening!!",5.0
2737,Q Verde,462731242,February 2017,"We had a lovely evening at Q Verde. Really excellent, friendly service and delicious food with generous portions. We'll definitely be going back again soon.",5.0
2738,Q Verde,463205867,February 2017,"Kew is an expensive part of London and parking is a nightmare, although on this visit we were relatively lucky.",4.0
2739,Mezzet Lebanese Restaurant,636751568,November 2018,The food was plentiful and very good quality. We had one of the set menu options so had a wide variety of dishes brought out to us. The staff at Mezzet were exceptionally accommodating of our large party of 10. Magdalena was particularly helpful in talking us through the best menu options that could also catered for vegans amongst us. She was also friendly and very attentive to our requirements throughout our stay.,5.0
2740,The French Table,565471937,March 2018,"That is a proper French restaurant. service was great and staff very knowledgeable. The wine selection is actually too much but if you are a ""connaisseur"", you can clearly pick what you want, great and quality choice for all price.",5.0
2741,Mezzet Lebanese Restaurant,645499354,January 2019,"Lovely, delicious food. Friendly staff. Couldn't want more for an evening out with friends. Have recommended it already to a friend.",5.0
2742,Q Verde,463208745,February 2017,"What a fantastic find! We were at Twickenham in the Sunday so my friend found this little hidden gem, food was totally authentic, not too many covers and it felt so personal, we all had a top night, had tbd table for 4 hours, staff were excellent and wines lovely too, check it out",5.0
2743,The French Table,567961755,March 2018,"Although we expected a very good meal in a fine restaurant, going by the reviews and a personal recommendation, the meals, service and general ambience of the French Table exceeded our hopes. All our food from staters through main to desserts were wonderfully presented and tatsed just as good. The staff were all attentive without being over the top, and surprisingly although full of diners, the place was not noisy. Overall one of the best meals we have had; ranks with the best in the UK.",5.0
2744,The French Table,568014785,March 2018,"My wife and I had our first visit to the French Table this month, and had the lunchtime menu. Service was very good, the Fleurie was excellent, and the food very tasty, no complaints at all. Will definitely go back.",5.0
2745,The French Table,569627437,December 2017,I had dinner here in December for a special occasion - we were really made to feel special by the waitress who served us. They didn’t rush us at any point and the atmosphere was lovely. You really pay for how amazing the food and place is. The crab starter was delicious and the cheese board magnificent. I will be going here again for my birthday and can’t wait.,5.0
2746,The French Table,569215996,March 2018,"My last day at work and taken to the French Table by the MD and the Sales Director of Jacksons. The place was very busy but the food, wine and company was very good. It is a few years since I was last here, but everything was still as good. The only problem with the French Table is that you have to book so far ahead! Lunchtime as busy as evenings",5.0
2747,The French Table,570371555,March 2018,French restaurant located in Surbiton and one of the best restaurants in this area. Delicious home made bread and they even offer gluten free one. Nice place for date dinner.,5.0
2748,The French Table,569064062,March 2018,"Lunch here is now an annual treat for us friends & each year the restaurant surpasses itself. The ambience, service, staff & food are superb. The bread is absolutely to die for (even for those in our group who avow to be low-carb, they just cannot resist!).. It's extremely hard to choose from the menu where everything is tempting. The bream main was particularly delicious. Presentation is stylish, portion size is pitched just right. All in all, this place is BRILLIANT",5.0
2749,The French Table,570212574,March 2018,We have been here several times now and it has always been fabulous. This time they excelled themselves.,5.0
2750,The French Table,570680020,March 2018,We have eaten on and off at this bustling neighbourhood restaurant for over fifteen years and under the stewardship of Eric Guignard's ever consistent and excellent cooking the French Table has remained consistently excellent. There are few restaurants that merit travelling out to the suburbs to enjoy but this is one we have no qualms in jumping the train from Waterloo to Surbiton for the short walk to Maple Road to enjoy. Back there again this weekend with friends who had never been and who became instant converts. The cooking is delightful and seemingly uncomplicated with attention to excellence in a well balanced menu rather than a fanfare of fussiness. Eric excels with his fish courses but nothing he cooks will ever disappoint. The service run by his wife Sarah's front of house team is always proficient and friendly and there's no shame about offering the bread basket at least twice!,5.0
2751,Q Verde,473901807,April 2017,Went here for dinner after visiting Kew Gardens .... my partner is pugliese and really fussy with his pasta - it was so good here he had 2 servings !,5.0
2752,Q Verde,475774035,April 2017,"Delightful atmosphere, excellent food, very reasonable price. 5 of us. We had the tuna, lamb, chicken and a risotto. Cheerful landlord who squeezed us in without a reservation. Just an extra two minutes walk from Kew station. Well worth walking down Sandycombe Rd for this.",5.0
2753,Mezzet Lebanese Restaurant,647809678,January 2019,"The food especially the mezze today was outstanding, fresh, full of herbs and flavour and wholesome, so much so that I would elect to simply graze on the differing hot and cold options instead of ordering a main. The prawns were first class, in a wonderful sauce.",5.0
2754,Q Verde,475105931,April 2017,Just got back from this restaurant tried giving it a second chance after our first poor experience.,1.0
2755,The French Table,576561985,April 2018,Excellent meal and the service was fantastic. Only slight downside was that the tables for two were just a little close together - otherwise superb,4.0
2756,Mezzet Lebanese Restaurant,648122563,January 2019,"Seven of us visited Mezzet last Sunday to celebrate a family birthday . The staff made us feel very welcome, the service was friendly and informal and all the food was delicious . The portions were very generous and we all particularly loved sharing a selection of very tasty starters. The Lebanese beer is also very nice indeed.",5.0
2757,Q Verde,475173336,April 2017,"We ate here twice in successive evenings. Both evenings were wonderful: excellent food, ambience, service etc. You could not fault it, this is what all Italian restaurants should be like. OK, it wasn't particularly cheap but you get what you pay for. We will definitely return.",5.0
2758,Q Verde,475064016,April 2017,"Staying at nearby hotel to visit Kew Gardens and chanced upon this gem when looking to feed children who are picky eaters. Food and service were both exceptional, fitting us in at last minute without a reservation. Seafood was great and pasta and desserts were to die for. Would definitely visit here again.",5.0
2759,Mezzet Lebanese Restaurant,648373244,January 2019,"Very happy to be hosted by Majid this evening, great service and great food as always!",5.0
2760,Q Verde,492452592,June 2017,Once in a while you discover a restaurant doesn't need to show off because provides great food in friendly surroundings. Q Verde is one of those.,5.0
2761,Q Verde,492159805,June 2017,After a long day at Kew Gardens with friends we just wanted to find a restaurant close by and came across Qverde. Although we were there at opening time the proprietor struggled to fit us in but when we assured him we would be out in time for a later reserved table we were seated. I can only say that the food and service were excellent. The proprietor continually walked around the tables chatting to guests without being intrusive and there were clearly regulars there as well. He apologised half a dozen times to us for not letting us have the table all night even though it was our choice. Highly recommend the friendliness and food.,5.0
2762,Mezzet Lebanese Restaurant,651023137,February 2019,Mezzet is a lovely elegant restaurant which always used to produce excellent dishes and has been a local favourite of ours. However just recently ( and hopefully temporarily ) the standard seems to have slipped a bit. The Moutabal had no flavour ( due to undercooked aubergine perhaps) and the main dish was dry plain ingredients with no sauce to make it into a dish. The artichoke hearts were too vinegary and the chef appeared to have a positive mania for fried / caramelised onions which obliterated the flavours of the other ingredients and appeared in several dishes. I will be back but not immediately.,3.0
2763,Mezzet Lebanese Restaurant,649524711,January 2019,"Wow.....I have eaten at most of the top restaurants here and overseas and this is an undiscovered gem. I had a humous and salad to start, various tapas of some quality, a couple of Baclava and Lebanese coffee and I felt totally splendid without feeling stuffed.",5.0
2764,Mezzet Lebanese Restaurant,648089875,December 2018,"This is a great restaurant with lovely food, good atmosphere and attentive, informative staff who are very helpful.",5.0
2765,Mezzet Lebanese Restaurant,649344140,January 2019,I had tried some time ago to get a table for dinner but they have always been very busy. Managed to have lunch this wee. Nice staff. lovely middle eastern food. Delicious baklava!,4.0
2766,Mezzet Lebanese Restaurant,652526140,February 2019,"Attended for an evening meal on valentines day 13 Feb. Mum Dad eldest daughter and future son in law in an arena thankfully shy of twin dining tables! The starter and mains were fab, good merlot with spices and complementary to the food which was notably good. Entertaining waiter added a little aside to the experience and we left very happy with the experience.",5.0
2767,Mezzet Lebanese Restaurant,652854343,February 2019,Came to Hampton to share a special birthday with my sister and brother. We wanted to go somewhere extra special and had an amazing night at Mezzo. Unbelievable food and fantastic service! Thanks for a lovely evening!,5.0
2768,Mezzet Lebanese Restaurant,652771888,February 2019,"We went on Valentine’s Day for lunch had a lovey experience, food , service and also the wine was all very nice , ordered a lot of snack food but was more than enough and a wide choice .",5.0
2769,Mezzet Lebanese Restaurant,653247240,February 2019,Had another great meal at Mezzet on valentines evening. The resturant was very busy as you would expect. This did not effect the qulaity of food or level of service.,5.0
2770,Q Verde,490467732,June 2017,"It's been 2 years since i last visited this restaurant and i was pleased to find the same wonderful welcome, great food and great atmosphere. Will definitely visit again.",5.0
2771,Mezzet Lebanese Restaurant,652910294,February 2019,"Fantastic evening in Mezzet, service and food are excellent.",5.0
2772,Mezzet Lebanese Restaurant,653472913,February 2019,"Our friends came across this place by accident. They were wandering around the area and when they saw a Lebanese restaurant, they decided to have a go. Since then, they had been trying to take us there and we finally managed to go. The atmoshphere is really good, and so is the decor, feeling welcomed straight away.",5.0
2773,Mezzet Lebanese Restaurant,653785409,February 2019,"Very first time writing a review for a restaurant, was thinking to try out something different and decided to come to this lovely place for dinner, the atmosphere is great and the service is top notch, special mention to Jonas who gave us an excellent service throughout our whole meal, would definitely come back and highly recommend this place!",5.0
2774,The French Table,588394504,May 2018,Enjoyed a lovely lunch here with a friend to unwind and catch up on life. We arrived on a mid week lunch time and found it to be fairly quite but it got a little busier although I expect towards the end of the week and at weekends it is super busy. We enjoyed the tasting menu with matching wine and were not disappointed. Super service and cant wait to go back. Excellent value for money!!! A hidden gem.,5.0
2775,Mezzet Lebanese Restaurant,659079719,March 2019,"Cannot fault this amazing place, the staff were awesome, ( special thank you Cristina), they made our friends reunion special. The food is amazing, we just seemed to eat and eat and eat. Having children with us we were always conscious of causing a disturbance to others, but it was not a problem for this fantastic place.",5.0
2776,The French Table,590192936,June 2018,"We celebrated by husband's 60th birthday at the restaurant with family and friends. It exceeded our high expectations and is far better, in our opinion, than the Clockhouse in Ripley which we usually favour for special family occasions.",5.0
2777,The French Table,588299048,February 2018,The food and bread at The French Table was lip smacking. Meat was cooked perfectly cooked and the recommended wine complemented it. Would highly recommend it if you are around Surbiton area. The place is slightly formal.,4.0
2778,The French Table,588144237,June 2018,Surprise Father’s Day lunch (35£ menu). And we shall go back for sure...lovely staff and delicious food. Beautiful rabbit terrine very well seasoned and prepared with green olives...lovely. Breads are excellent too. Poached egg and salmon was very well made. White asparagus with gribiche sauce was succulent ! The calf liver special was another winner. Perfectly cooked. The lamb and truffled mash was tender and tasty. Every dish was very well presented and cooked. A real gem. Desserts were good too. Not sure I got the Kirch ice cream with the Black Forest though...we’ll be back. Great restaurant.,5.0
2779,Mezzet Lebanese Restaurant,653796770,February 2019,"Anyone spending time in the UK will know that food and service are not always strengths of this great island. Mezzet is lovely, an easy walk if you are visiting Hampton Court Palace.",5.0
2780,Mezzet Lebanese Restaurant,659133305,March 2019,"a great experience from the start- attentive help from Sebastian to choose a variety of delicious dishes , fresh mezze cold and hot- try the chicken livers. Delicious red Lebanese wine, and sparkling water without an extra charge.",5.0
2781,The French Table,588368873,June 2018,"I was treated to lunch and it was excellent a 3-course set menu including an aperitif with plenty of choices. The food and service were first class, there is a good range of very nice reasonably priced wines. Well worth a visit but recommend that you book ahead.",5.0
2782,The French Table,603822328,December 2017,"This is a must try! Great for a date, anniversary or any other special occasion, especially when you want to impress someone speacial. Been a couple of times, love the food, love the staff, love the ambience!! Its all spot on, nothing more to say!",5.0
2783,The French Table,603374205,May 2018,"Excellent food, And the staff were clearly happy working there. Always a good sign! What better place to go in Surbiton? And not as expensive as you might think.",5.0
2784,Mezzet Lebanese Restaurant,661483887,March 2019,"Friendly, if not over-friendly staff, nice atmosphere and well cooked meals. However after 3 recent visits I left each time still hungry. The portions seem very small.",3.0
2785,The French Table,603611918,July 2018,"Amazing as always, really reasonable prices for the set lunch menu which was delicious, service excellent and my friend really enjoyed being spoilt by the staff for her birthday, strongly recommend, my all time favourite restaurant and looking forward to going back for.lunch with family this Thursday",5.0
2786,The French Table,599547566,May 2018,"My wife took me there first time on my birthday. I have heard about place and wanted to go as we are kind of foodies who are always looking for these kind of places. Food was delicious, but service was even better than in some Michelin star restaurants. We went there again few months later, but i was not as bappy with food as before. Service was on e again great, but the lady owner could spare half of the visitors a scene where she was shoutinng at staff without any particular reason. Also what you can notice - you will be last person served if usual guests are in as these seem to be on priority list. Its quite expensive though, but its worth to try.",4.0
2787,The French Table,604339149,July 2018,"Came here with my girlfriend as we are only local but never thought about going here, but once i tried it for the first time i loved it. Staff and food is great",5.0
2788,Q Verde,532539831,June 2017,"A very friendly restaurant which filled up (for dinner) shortly after we arrived. It is totally unpretentious, the food is good and staff friendly. We enjoyed our visit very much.",4.0
2789,Q Verde,531756758,October 2017,"Two Italian restaurants in three days and oh they were so different. This one was classic. Italian owner. Italian staff. Italian wine. Italian menu - delicious pasta, meat, veg and pud. All amazing at very good value considering where it is located near Kew Railway Station with one or two top restaurants nearby. Recommended? The liver definitely; so thin and still pink, pan fried in white wine and sage. Also the veal escalope. Their pasta starters just melt in your mouth. I wanted a lot more! Four of us went on a Monday when the chef usually has a day off. But this was definitely not an off-day.",5.0
2790,Q Verde,529060062,September 2017,Everyone was really friendly and helpful. Good and fast service. Lovely atmosphere.Tasty and authentic dishes...,4.0
2791,Q Verde,530773970,September 2017,"Had a really lovely meal here with the family. We started with a generous sharing platter and then moved on to the skate, steak and cod. All really lovely. Finished it off with the lemon tart and gelato. Paired it nicely with a good selection of wine that complemented each course. A very enjoyable atmosphere, delicious food and overall lovely evening. Would recommend and will return.",4.0
2792,Q Verde,534934553,October 2017,Nice small genuine Italian restaurant,5.0
2793,Q Verde,534938333,October 2017,We ate here on Saturday night and it was full.,5.0
2794,Jaipur of Chigwell,587713228,June 2018,"Lovely welcome, tasty food and excellent customer service, nothing is too much trouble, even looked after my granddaughter so my daughter could enjoy her meal. Whenever we cone down to visit my sister we either visit the restaurant or get a take away from them as we did tonight, love this place.",5.0
2795,Jaipur of Chigwell,590127463,June 2018,"yesterday I went for my grandads birthday, we fancied an Indian but wasn’t sure of any good places. We thought we’d try here as we’d seen the place advertised. Boy did it match the advertisement! The food was beautifully cooked and fresh, we had a range of food for starters and mains and every dish was mouth watering! The service was excellent constantly checking on us and at the end they offered a complimentary drink and helped walk my nan to the car! Defiantly going there again such a nice atmosphere and food!",5.0
2796,Jaipur of Chigwell,587644451,June 2018,I have been coming to this restaurant for several years and can't fault it. I usually go with my daughter and we have the amazing prawn pathia to start- I've tried most things on the menu all lovely. My family who live up north always ask to go here when they visit:-) The service is excellent and I'm always offered a complimentary drink which is very kind of them. The best Indian in the area (I've tried all of them!!),5.0
2797,Jaipur of Chigwell,589327132,June 2018,I came here with a group of work colleagues whilst attending a business meeting in the area. The menu choice is extensive with something for everyone. The service was fantastic and the staff were welcoming and friendly. The food portions were large and tasted delightful. This is a definite must visit if in the area. I would 100% come back again.,5.0
2798,Jaipur of Chigwell,589379657,June 2018,"There were so many lovely things to choose from on the menu, the waiters were very attentive and the food was delicious",5.0
2799,Jaipur of Chigwell,593324991,July 2018,I came here with my friends. We had a lovely experience. Staff very friendly and welcoming. Good was great and tasty. Definitely will be coming back.,5.0
2800,Jaipur of Chigwell,591659720,June 2018,"We had a private event for 45 people, the food was amazing and the service was excellent. Really pleased overall and will be coming back again",5.0
2801,Jaipur of Chigwell,594620854,July 2018,Possibly the best local takeaway. Very friendly. Great delivery service and very fresh food. First time but won’t be my last.,5.0
2802,Jaipur of Chigwell,594615251,July 2018,"Really good food from an interesting menu,",5.0
2803,Q Verde,542371778,November 2017,"We came here for a lunch prior to a theatre trip on a Sunday. We received a very warm and sincere welcome and were shown to our table. The ambiance in the back room isn't that great, but the warmth and attentiveness of the staff balances it out. We both opted for a starter from the specials board of white crab and avocado, which was sublime. I then stayed with the specials board and had monkfish in a cherry tomato sauce - it is the best monkfish dish I have ever had the pleasure to eat. My partner has the scallops and pancetta, which again was very good. Unusually, we decided to go for a sweet - due to the high quality of the previous dishes we wondered how special their puddings would be. And 'oh wow'. I had the tiramisu, which was lovely, but the star of the show was the orange and chocolate cake - absolutely delicious and so light. We've relived that meal times since we've been back home and we will absolutely be going back when next near Kew. Oh and by the way, the chef comes round and makes sure you are happy with the meal - nice touch and not done so much these days. Well done Q-Verde.",5.0
2804,Q Verde,545599786,December 2017,"Went to check out this place on the basis of the good reviews, and we were not disappointed. Very friendly service, not overly fancy but refined cuisine. Fair prices. Would come again.",5.0
2805,Q Verde,545824674,December 2017,Visited Kew Gardens & had found this restaurant highly recommended on TripAdvisor so decided to try it. Very small but the service was quick & the waiter was very polite. The food was beautiful not much but enough. Would love to return here.,5.0
2806,Q Verde,547670323,December 2017,"Fantastic restaurant. Great atmosphere, friendly and welcoming staff all topped off with delicious food. Thank you for a lovely evening.",5.0
2807,Jaipur of Chigwell,590629937,June 2018,Another great meal in the Jaipur on Saturday a really fantastic Indian Resturant a absolute must looking forward to going again,5.0
2808,Q Verde,546965937,December 2017,"I went to Q Verde for my Nans 80th birthday and what a wonderful time we had. Lovely and welcoming staff, exquisite food and wine and an overall great ambience.",5.0
2809,Q Verde,550008867,December 2017,What a great meal in a great atmosphere. The staff were excellent and very accommodating (We arrived ealy). The food was very tasty and reasonable.,5.0
2810,Jaipur of Chigwell,595178007,July 2018,"First time visit to this restaurant and we will definitely be back. There is a pleasant small decking area so you can sit outside if the weather is fine. The staff were welcoming and very accommodating of our 3 year old, keeping her entertained. The menu is reasonably priced and extensive with lots of contemporary alternative options to the usual dishes you get in an Indian restaurant. The owner told us he changes it every 3 months so it is kept interesting. Food was flavoursome, the meat tender and portion sizes very generous. A complimentary liquor and a drink for the kids to take home were offered at the end of the meal which was a nice touch. They also do a takeaway/delivery service.",5.0
2811,Q Verde,549098191,December 2017,"Finally I've found a decent, reasonably priced, authentic Italian restaurant in West London. The service was impeccable, both friendly and efficient. The food was great, especially the Butterflied Prawns and the perfectly cooked Calamari.",5.0
2812,Jaipur of Chigwell,595749831,June 2018,Have been there twice now this summer and always great fresh food cooked well. Very friendly owner and staff.,5.0
2813,Jaipur of Chigwell,596505179,July 2018,First time going to jaipur Indian restaurant in chigwell. The food was amazing and the service was even better. 100% recommended to everyone and will visit again.,5.0
2814,Q Verde,549680383,December 2017,"Had a dinner at Q Verde with friends after having gone to ‘Glittering Kew’. The restaurant was full but the staff were very friendly and attentive. The food was delicious. We had a sharing platter to start which had great variety and was very tasty. Had 3 courses, a bottle of wine and water and it came to £38 each. I’d definitely go back. Make sure you make a reservation, I wouldn’t suggest just turning up.",4.0
2815,Jaipur of Chigwell,601013866,July 2018,Lovely Indian restaurant. Great food - very tasty and great choice. Staff helpful and attentive without being overbearing.,5.0
2816,Jaipur of Chigwell,582220889,May 2018,We first came here last weekend and had to visit again yesterday (Tuesday) as the food was so nice and the staff were accommodating and friendly. Definitely recommend and it will be our new local.,5.0
2817,Q Verde,549844891,December 2017,"Amazing Italian food, lot better than Italian food chains. Friendly staff and decent ambience. Only down side is the price.",4.0
2818,Jaipur of Chigwell,583092771,May 2018,"Was staying in Chigwell Travelodge and this lovely Restaurant was recommended by the manager and it was a great experience, very attentive, clean and comfy seats and the meals were well prepared and yummy, will visit again when am next in",5.0
2819,Jaipur of Chigwell,584844576,June 2018,Food was really tasty...I truly recommend the Sizzling Saku King Prawn! Staff were really accommodating and welcoming,5.0
2820,Jaipur of Chigwell,602017078,July 2018,Our party of four had a great dining experience here on a recent Saturday evening. We found the menu extensive and the resulting food chosen of excellent taste and quality. The waiters were very friendly and their service was excellent. Overall thoroughly recommended.,5.0
2821,Jaipur of Chigwell,584984832,May 2018,We use Jaipur quite a lot they consistently serve outstanding authentic food and by far is the best Indian in the area.,5.0
2822,Jaipur of Chigwell,585433333,May 2018,"we stayed at Travelodge chigwell, staff recommended this place and they were right about the place, I hope the restaurant owners will do a deal with the hotel to offer Travelodge guests a discount",5.0
2823,Jaipur of Chigwell,580704854,May 2018,First time visiting Jaipur. I'm heavily pregnant and was giving spicy food a go to bring on the labour. The food was absolutely divine. I had king prawn puri to start and it was the best I've ever had. We all enjoyed our starters and mains and had to take them home because there was so much!! Wouldn't normally bother leaving a review for a restaurant but it was so good I felt compelled to leave a review to say I won't be going to any other Indian in the area.,5.0
2824,Jaipur of Chigwell,585745867,June 2018,"Looked after us, offered us free drinks on the house at the end - Lovely food and excellent customer service. Will 100% be returning again. Thank you",5.0
2825,Jaipur of Chigwell,587367538,June 2018,"The food and the service is supreme. Nice little restaurant. Food is absolutely delicious. Staffs are brilliant, waiter recommend starters which was mouth-watering. Has few parking spaces outside the restaurant as well. Try the chicken Manchurian if you can handle spicy food. Definitely recommend.",5.0
2826,Jaipur of Chigwell,583697322,May 2018,Food was very nice and staff were very funny and friendly. Service was quick and restaurant was clean. Would 100% recommend!!,5.0
2827,Jaipur of Chigwell,606738876,August 2018,"Me and my friend was there for early dinner, The food was amazing and the service was really great.",5.0
2828,Jaipur of Chigwell,613227268,September 2018,"So last night I popped my Jaipur cherry and it was worth the wait! The lamb shank literally to die for- fell off the bone with incredible flavours. A selection of fantastic wines, Staff are so friendly and so welcoming. I’ll be back there soon!",5.0
2829,Jaipur of Chigwell,607797877,August 2018,What a shame !,3.0
2830,Jaipur of Chigwell,613261718,August 2018,"We visited this restaurant as we was staying in Chigwell. On our last three visits to London, we always come here. The food is excellent and the staff are friendly. Definitely worth a visit if you come to Chigwell.",5.0
2831,Jaipur of Chigwell,587593241,June 2018,"I had a toothsome sweet chilli paneer starter. Exellent service, great place to eat what more can you ask for. I would highly recommend this place",5.0
2832,Q Verde,558363655,August 2017,"This place is what I would describe a little hidden gem! A little out of the way in a little street but god, is it worth looking for it! The actual restaurant is clean, pleasant and somehow simple in regards to interior design but food won’t disappoint you! And I can promise you that! Waiters professional and attentive without being too much in your face if you know what I mean.. I really enjoyed my food there and would be returning and have considered returning but it hasn’t happened because it is a little out of my way and I have been trying so many other restaurants in surrounding areas.. but highly reccomend if you happen to be in Kew, I would advise to book in advance as it can get busy! Price wise not cheap but you pay for what you get and I think overall reasonably priced! Perfect for a date night or family/friend get together",4.0
2833,Jaipur of Chigwell,573468729,April 2018,"We had a lovely meal at Jaipur restaurant last Thursday, As usual was treated like VIP's by Jeffrey and Kamrul, we would just like to thank you both for making our visits so special, with delicious food and fantastic prompt service. Will recommend Jaipur to our family and friends.",5.0
2834,Q Verde,558396192,February 2018,We’ve lived in Kew since 2016 so today we decided to try Q Verde.,5.0
2835,Jaipur of Chigwell,572963651,April 2018,"Definitely our new regular place! Thank you for a wonderful evening and brilliant food. Honestly one of the best curry houses we’ve visited in London. Menu is varied with lots of tasty dishes, food was delicious and Jeffrey is such an attentive waiter and is happy to explain the dishes if you’re unsure. Thank you for your recommendations and drinks :) we look forward to returning! 10/10",5.0
2836,Jaipur of Chigwell,572939303,April 2018,"A fantastic place with an amazing service, very kind staff who genuinely care about you and your time there.",5.0
2837,Jaipur of Chigwell,576495944,April 2018,"As real traditional curry lover. This was a let down. Portions were small, food was bland. Naan were burnt. It was too busy so there excuses for the poor food. Not sure how this is number 1 something doesn’t make sense.",3.0
2838,Jaipur of Chigwell,572518105,April 2018,Been to the Jaipur many times and we are never disappointed. Food is excellent and so is the service. Thank you Jaipur we love it.,5.0
2839,Jaipur of Chigwell,574384352,April 2018,"My husband and I took our visiting friends to this lovely restaurant. We live in central London but drove all the way out to Chigwell for dinner (We do have family in Chigwell). The service is attentive, professional and friendly. The decor is modern and soothing. The food is tasty, plentiful with a varied large menu. So many choices !!! We will just have to come again and again !!!",5.0
2840,Jaipur of Chigwell,578372790,May 2018,"We all had a really good time at the restaurant. The staff were very friendly and welcoming. Food was really good, we all enjoyed it. Thank you for making our anniversary so special.",5.0
2841,Jaipur of Chigwell,576929277,April 2018,"Had a little birthday gathering here, great service lovely food very relaxed friendly staff. Easy to find 734 Chigwell road IG8 8AL, not far from Woodford tube station and on the 275 buss route Walthamstow - Barkingside",5.0
2842,Jaipur of Chigwell,578121042,May 2018,Got a takeaway and it wasnt nice poor absolutely no taste in any of the food tandoori meat was fresh but no taste rice was hard and there was very small prawns in the king prawn biriani I was disappointed think we all was.would I go back no it was very very average food Iv eaten in many Indian restaurants and this was 5/10 for me,3.0
2843,Jaipur of Chigwell,574239555,April 2018,"I came here with a couple of friends. The food was lovely and we were treated as VIPs all night. The service was excellent. All staff were very friendly, the food cane quickly and was hot and delicious. I would highly recommend Jaipur of Chigwell to anyone who lives in the area or anyone who is visiting the local area.",5.0
2844,The French Table,621100104,October 2018,perfect place to brunch. food quality is very good. We came twice already and it was of higher standard. I will keep on returning with my partner for sure.,5.0
2845,The French Table,618036567,September 2018,"We live locally and decided to visit this restaurant for my husband’s birthday. The food was amazing but service actually reduced me to tears. I’m not sure what it was about us the French waitress took a dislike to but we were ignored all evening. Meanwhile, the tables around us were treated to syrup like over the top niceness. What hurt the most was that I was specifically asked if it was a special occasion and I explained it was my husbands birthday. Then we watched while every table around us, who also had birthdays, received happy birthday deserts. When it was our turn, nothing. It was certainly deliberate. I have never eaten anywhere I have felt bullied. It made me cry at the table and they delighted in it right to the end. Stuck up, average French restaurant. There’s a McDonald’s up the road, go there for better service.",2.0
2846,Q Verde,560780087,February 2018,"been checkin this restaurant out for a year now and finally had the chance to try it if indeed the buzz is true. and yeah me and my dh agreed this is one very good restaurant. food and service excellent! but parking is a bit of a problem as you would for street parkings. we had to drive round for few minute to find a spot. would recommend their “today’s special” usually on the black board we tried most all of it yesterday, their pasta dishes are specially tasty.",5.0
2847,The French Table,618358558,September 2018,Everything from beginning to end could not be faulted. The service was great and the food was excellent. Also an excellent wine list.,5.0
2848,The French Table,618603697,August 2018,Everything about this place is just perfect from start to finish the service the food the quality of the food just love it and can’t wait to go back soon with hubby,5.0
2849,The French Table,618127298,September 2018,"A wonderful find in Surbiton. Booked The French Table for my husband's birthday and we both thought it was outstanding in every respect. Service was exemplary - friendly, knowledgeable and efficient, the menu offers great variety, and everything we ate was simply delicious.",5.0
2850,The French Table,621340418,August 2018,"We have eaten here a couple of times and whilst the food is tasty and well executed, the overall concept is a bit dated and could do with refreshing for 2018. The atmosphere comes across a little staid rather than relaxed. The service is by the book and delivered as it is meant to be but is lacking in personality and genuinely personal touches. The price is at the top end of things.",3.0
2851,The French Table,622062617,July 2018,Was given a voucher by friends for this restaurant.,5.0
2852,Jaipur of Chigwell,616752167,September 2018,This was a nice evening out with friends.,5.0
2853,Jaipur of Chigwell,617660003,September 2018,"We came here for my mum's birthday - we were a large group, but they catered for us well, and even gave a complimentary cake (you have to call beforehand to let them know it's a celebration meal). Staff were really friendly and the food was good, catering for those who like the spice and those that didn't! Would definitely go again.",5.0
2854,Jaipur of Chigwell,618272670,September 2018,"I visited Jaipur today and absolutely loved the food, I’ve never eaten in an Indian better, would Totally recommend this place to anyone looking for an amazing and quick serviced meal.",5.0
2855,Jaipur of Chigwell,618503333,September 2018,No complaints. 10/10 would rate it. Excellent service and food. Can not fault the staff for anything,5.0
2856,Jaipur of Chigwell,618503392,September 2018,On my birthday was very good service and amazing food. I recommend it to everyone! Great people and good atmosphere,5.0
