,Content,Date,Rating,Restaurant Name,Review ID
125,"Being a frequent Visitor of London, I was curious to discover this restaurant on the 37th Floor of Novotel Canary Warf. And I was so impressed. The staff are very knowledgeable. The card offers vegitarian, fish and meat... and the quality of the food was awesome. Beautiful starter, Great entree and the cheese for dessert is to die for. And then a big shout out to our waiter Guillaume. Adviced us a Great wine that both matched the bouillabaisse and the red meat. And he Made lots of little Jokes to make us feel special. And WHERE DID THEY FIND CHEF AURELIE?! Working it in her open kitchen was a joy to watch. Make a reservation! Enjoy the view of London and be heart warmed.",November 2018,5.0,Bokan 37 Restaurant,635103685
126,"So the title might be misleading slightly but it is my overall feeling. Let me explain that personally I judge a bar by its Long Island Ice Tea, especially one that charges a service charge even with drinks ordered at the bar...",December 2018,2.0,Bokan 37 Restaurant,636758349
127,Wonderful drinks/cocktails beautiful food and even better service from our waitress Antonella such a positive soul we will be back soon,December 2018,5.0,Bokan 37 Restaurant,638252246
128,"We popped in for a drink - great view but despite sitting at the bar, it took for ever to get served. When we asked how we could get a drink, a surly and grumpy member of staff (Darina or Davina I think) begrudgingly served us. When we got the bill, there was a ‘discretionary’ service charge added!",December 2018,1.0,Bokan 37 Restaurant,636803021
129,I would highly recommend Bokan for an outstanding food and London views experience ! Really good service and reasonable prices !,December 2018,5.0,Bokan 37 Restaurant,637323656
130,What a great find. This place has both a rooftop bar and restaurant with stunning views across London.,October 2018,4.0,Bokan 37 Restaurant,629382513
131,"We booked into Bokan as we were staying in the hotel, and weren't due to arrive until late and didn't want the hassle of going back out again to eat. The atmosphere and view is great and the waiting staff are attentive, but the food was very much a 50/50 thing. The other half said his lamb was one of the best meals he'd ever had, my cod however had to be sent back as it was stone cold and raw in the middle (I suspect from the texture it was previously frozen). When the replacement (very quickly) came it was so very salty it was almost inedible, coupled with the over salted fries it made for a unpleasant meal which was marginally rescued by a fabulous desert .",October 2018,3.0,Bokan 37 Restaurant,629332333
132,"We have made Bokan a must every time I visit London to see my favourite gal. We have had amazing service on both occasions with Constantin, and would recommend this wonderful experience to anyone!",November 2018,5.0,Bokan 37 Restaurant,632364067
133,We dined at Bokan and we had an amazing time.,November 2018,5.0,Bokan 37 Restaurant,633413802
134,"The staff were friendly and very attentive, the view amazing and the food in the chefs selection tremendous - Oh how I wish we hadn't had the prosecco which did nothing to compliment the great food. When we go again I will order a decent bottle of wine",September 2018,4.0,Bokan 37 Restaurant,629212793
135,"Great good, friendly staff and fantastic views over central London. Met some work colleagues here for dinner and had a very pleasant dinner, good choice of food, including catering for a vegetarian in our group. Total price was reasonable based on what we ate and wine consumed. Would recommend as social or work dinner venue.",October 2018,5.0,Bokan 37 Restaurant,627828011
136,This sky bar offers lovely views and a nice sheltered seating area outside.,November 2018,3.0,Bokan 37 Restaurant,632497906
137,Fantastic atmosphere... for drinks and we ordered starters to share...tasty..,October 2018,4.0,Bokan 37 Restaurant,632533630
138,"Poor service, slow, unfriendly and made us feel as if we were an inconvenience. Food was ok, not special but perfectly fine for a set menu. Glasses were never topped up willingly. Only got 4 glasses each in the whole 2 hours. Not worth the £50",August 2018,1.0,Bokan 37 Restaurant,632707487
139,"We recently celebrated my mother in law's 70th birthday at the Bokan restaurant. We were a diverse group, including toddler, young children and two generations of adults, many of us with different dietary preferences. The restaurant staff were extremely friendly, accommodating and hospitable. They attended to all our needs and queries and ensured all of us had the mostly amazing experience. The food was freshly prepared and very delicious. The price is on the higher range but worth the quality of food, beautiful view from the table as well as from the roof top. Starting from the reservation process to the dining and billing, it was a very smooth experience and I would highly recommend this restaurant for celebrations of all kinds; including those involving small and fidgety children:-)",November 2018,5.0,Bokan 37 Restaurant,633338272
140,"Fab find at the top of our hotel. The bar staff are so friendly, and designed me a birthday cocktail. We were lucky to have incredible hot weather, and enjoyed the sun going down.",September 2018,5.0,Bokan 37 Restaurant,621389878
141,It’s a little bit of a walk and not in the most auspicious of settings but it was worth it.,October 2018,4.0,Bokan 37 Restaurant,623311022
142,We wanted somewhere in London to Celebrate 3 60th birthdays this year with work colleagues.,October 2018,5.0,Bokan 37 Restaurant,627117577
143,Staff probably mean well but due to poor communication the service is terrible. Waited 40mins for just the food menu. Then waited 20mins for someone to take order... Waitress had audacity to say we were in the wrong somehow instead of simply apologising. Not to be too politically incorrect but employing migrant workers that do not use English as their first language is not always a good idea.,October 2018,1.0,Bokan 37 Restaurant,622460476
144,From the beginning until the end this venue is perfect!,October 2018,5.0,Bokan 37 Restaurant,623918059
145,My second vsit. Fab location for pre's and food. Service can be a bit slow but if you speak to staff about your timing needs and seek their help you'll have a great visit.,September 2018,5.0,Bokan 37 Restaurant,621203172
146,Ladies first !,October 2018,5.0,Bokan 37 Restaurant,624499133
147,"I had a great time, Antoinella gave us amazing customer service experience and even brought us chocoloatea at the end for my birthday. The managers were also very helpful and understanding. I’m definitely recommending this place for any occassion!",October 2018,5.0,Bokan 37 Restaurant,624531037
148,"This place is a fantastic restaurant! This is the second time that I am going for dinner to Bokan and I absolutely loved it! Friendly and professional staff! The cuisine is exquisite! The Chef is brilliant! From starters to deserts you will be surprised and your palate will want some more... I would have never imagined to try parmesan ice cream one day but believe me you have to try it, with an apple tart and lemon cream it's wonderful! And that's one of the many delights the Chef wants to make you discover!",October 2018,5.0,Bokan 37 Restaurant,625748316
149,"Great breakfasts and attentive staff, but they could smile a bit more. Otherwise, it all seems a bit perfunctory.",August 2018,4.0,Bokan 37 Restaurant,626604814
150,"If you want to have a nice drink in chilled and beautiful place and of course don’t forget the views of London, Bokan will surely exceed your expectations! Thank you Antonella Eveline Mr. B Peter for looking after us sooo well! We are definitely coming back :)",September 2018,5.0,Bokan 37 Restaurant,620842318
151,"I v rarely, if ever use the word 'excellent', but we had a wonderful dining experience at Bokan.",September 2018,5.0,Bokan 37 Restaurant,615228886
152,"The wiev, the food, the service all exellente! Good value for money and highly attentive staff. Would go again.",September 2018,5.0,Bokan 37 Restaurant,615629667
153,"We went for a bottomless prosecco lunch with friends, with the only plus coming from the flowing prosecco.",September 2018,1.0,Bokan 37 Restaurant,615818947
154,The food was amazing and the service made it top notch! We were looked after by Florian and his energy made the dinner experience much better. :),September 2018,5.0,Bokan 37 Restaurant,616562890
155,Fabulous warm welcome. Selected taster menu the food was just perfect highly recommended each course was described in detail by Florian his care and attention to detail was 1st class. Thank you for giving us time to just chatter on and on.,September 2018,5.0,Bokan 37 Restaurant,616727245
156,Great location and view. Fantastic service and amazing meal. Congrats to the Chef and all the staff. A must in future visits and my wife and I highly recommend.,September 2018,5.0,Bokan 37 Restaurant,616991818
157,"The food was awesome, the view breathtaking and the service great. Also the prices were reasonable. Not to miss!",September 2018,5.0,Bokan 37 Restaurant,618927810
158,"This restaurant was a surprise for my 60th birthday. It exceeded all my expectations. The bottomless prosecco flowed. The three courses were tasty, well presented and the chocolate pudding with mint sorbet delicious. Then I got a beautiful cake and a birthday song. It was so sweet. The staff were attention very, polite and professional.",September 2018,5.0,Bokan 37 Restaurant,620722722
159,"I'm very picky when it comes to bars and certainly from the very first time I visited Bokan it stole me!! The views of Canary Wharf and the Thames are breathtaking, the service and atmosphere are top, but the person who has made my experience there special every time I visit and now I've become a regular is the hostess Veni, who doesn't make you feel like she is just doing her job, she makes you feel welcomed, always smiling with a great positive energy.",September 2018,5.0,Bokan 37 Restaurant,620424416
160,"We booked a table at Bokan for our anniversary. It was our first time at the restaurant for both my husband and I. As I had made note of our anniversary when booking the table, the staff seated us in a private section with Thames views - very romantic! The staff were attentive, and even catered to my dietary needs during pregnancy. Course after course the flavours continued to impress! The food was divine and we cannot wait to return for another meal. Great value for such exceptional food and service. And a big thank you to Florian for making our evening that much more special!",August 2018,5.0,Bokan 37 Restaurant,608574627
161,"My friend and I enjoyed a very pleasant evening at Bokan. We were very impressed of the view, menu and the staff. I would definitely recommend Bokan to anyone that visits London.",August 2018,5.0,Bokan 37 Restaurant,609433899
162,"Went for the view and found a gem off the beaten track. Elegant interior design with rustic finishes that gives the space a cosy feel. Windows throughout, comfy sofas. Prices ok for a rooftop/high bar.",September 2018,5.0,Bokan 37 Restaurant,614028686
163,First of all the views of London are stunning and I wanted to pop by for a quick glass of wine on a Friday evening to show my friend the wonderful view.,August 2018,2.0,Bokan 37 Restaurant,607625497
164,Florian was an absolute delight! Definitely recommend. Food was delicious and wine recommendations were very on point. Thank you for a good night,August 2018,5.0,Bokan 37 Restaurant,609352834
165,"Without a doubt, Bokan is one of the most romantic places London has to offer.",August 2018,5.0,Bokan 37 Restaurant,608074314
166,"We brought our guests for drinks on 2 occasions. The first time we were there, 2 people ordered a double gin tonic which we thought was watered down. As I could not drink alcoholic beverages during the second time we were there, I ordered orange juice which was also watered down. The view of the city is nice, but alcoholic drinks seem pricey; I guess you pay for the view. There is already a 12.5% service charge, so tips should not be expected but their system indicates otherwise and servers still ask if you want to give a tip or not.",August 2018,3.0,Bokan 37 Restaurant,609801848
167,"2nd visit and very glad I've returned. This time ordered A La Carte rather than tasting menu and was again wowed by the food, its presentation and the generosity of the portion sizes. Excellent service throughout the meal. Those wonderful views. Absolutely love this place! My descriptions won't do it justice: please check out my photos.",May 2018,5.0,Bokan 37 Restaurant,613162785
168,"I enjoyed a very pleasant evening at Bokan. I was very impressed of the view, menu and the staff, especially Veni, she was an amazing hostess. I would definitely recommend Bokan to anyone in London.",August 2018,5.0,Bokan 37 Restaurant,611108600
169,"Me and my girlfriend Ana, celebrated my 25th of birthday in the Bokan restaurant, where my girlfriend proposed me to get married. Absolutely was fantastic, the best and one of the most important night in our life. I would like to say a big big thank you for the team and the fantastic kitchen, and you guys Guillaume, Jerome, Constantin, Georgiana, Pedro, Nelson,Chef Guillaume, Emanuele,Adam you are guys just amazing! Thank you for everything, you guys made our night fantastic and guys you are doing amazing job.",August 2018,5.0,Bokan 37 Restaurant,610287158
170,"I’ve been living in London for over three years, visited most of the “hip” bars in both West End and Shoreditch, and I can easily say that it is one of the best places in town. Bokan is amazing because of the incredible view of the city, delicious gourmet food and banging house music tunes. It is in the beautiful area of Canary Wharf so the crowd is pleasant and it is also not so busy - there is plenty of room across the three floors. Must go!! Thanks to the lovely host Ventsislava provided nothing but the best experience.",August 2018,5.0,Bokan 37 Restaurant,607478168
171,"I ate here with my wife and friends. Found the views breathtaking and the vibe lively in the bar, whilst relaxed in the restaurant - perfect. The food was ok and reasonably priced. It is a restaurant with amazing views, but next time I'll return just for drinks and the view.",August 2018,4.0,Bokan 37 Restaurant,604381383
172,I visited here at the weekend after a day in Canary Wharf. Whilst the view is good the novelty wears off quite quickly. The staff are so rude and I felt very uncomfortable. I didn’t like the vibe so after 30 minutes I left. I was really disappointed as I had been looking forward to the rooftop bar but based on my experience at the weekend I won’t be returning,August 2018,1.0,Bokan 37 Restaurant,604521205
173,"A really welcoming sky bar with fantastic 360 views across the whole of London - great service with very friendly staff! We always bring our various friends here when they visit from overseas, and they are always, without fail, stunned by the experience. Thank you Sky Bar at Bokan for giving us so many good and happy memories.",August 2018,5.0,Bokan 37 Restaurant,604337735
174,"Beautiful place Nice ambient, with singer and live band.",May 2018,4.0,Bokan 37 Restaurant,604612379
175,"The food is sublime none of us could fault what we had and my steak was cooked to perfection. The service was excellent, we were a group of 5 and they ensured when requested that we had a window side table to enjoy the views. Very attentive when a food allergy risk was raised. Would recommend to anyone, menu may seem pricey but the food served is worth every penny",August 2018,5.0,Bokan 37 Restaurant,605692820
176,Breathtaking views of London to enjoy a cigar and a drink at night.,August 2018,3.0,Bokan 37 Restaurant,605258466
177,Very attentive employees which want to help in every way to offer a great service. We had a couple of Cocktails up at the Bokan-Terasse (40th floor) with it's incredible view over London,August 2018,5.0,Bokan 37 Restaurant,606466284
178,"I read a few other reviews, and while some people think this is 'out of the way', I think it's great to find a nice place like this in other locations than just central London. We came here for drinks on a weekday afternoon (without booking), and were greeted by a host who showed us a window table. The waiter then showed us the cocktail menu, and gave us recommendations. Drinks are expensive, but that's expected with this kind of view. Service was great, and we had a lovely time. Will definitely be back!",May 2018,5.0,Bokan 37 Restaurant,607019394
179,"I have been meaning to write this review since our visit to Bokan. We actually visited on 19th May, which is our wedding anniversary as well as being the date of the Royal wedding. The place was absolutely buzzing with wonderful happy vibes due to the special occasion that many were there to watch on the large screens. We watched a bit and I have to say it was nothing short of spectacular to be able to watch the royal wedding with the London skyline as the back drop. They really had set things out nicely for those wanting to come along and partake in this celebration. We were made to feel extra special as it was our anniversary and every member of staff we encountered gave us their best wishes. We were seated and the views were, in my opinion, the best I have ever experienced in London. We were served by Guillaume and also the husband and wife team. They were effortlessly friendly and professional. Nothing was too much trouble. Honestly top notch staff! The food was delightful - we had the three course set menu, including the royal wedding cake. We even got a little bag of token chocolates to take with us, which was a lovely touch. The drinks flowed and we had an absolutely fantastic anniversary; and it was down to the incredible location and views, the food, the fabulous atmosphere and the amazing staff. Thank you! We will be back again for sure.",May 2018,5.0,Bokan 37 Restaurant,606636091
180,"Yesterday 06/08/2018 we booked a table of 3 under my name,George Capita.We arrived there,2 nice bulgarian girls were all smile and happy to show us the table.So far so good.",August 2018,4.0,Bokan 37 Restaurant,603773198
181,"Bokan looks like not very much from street level but the roof-top bar - 39 floors up - at night delivers the wow factor big time!! We arrived late when the bar was about to close (and were not as well dressed as other clients!!) but were still made welcome and ended a stressful day in very memorable surroundings. We have been to various roof-top bars but this one showing off London at night, rates very, very highly!",July 2018,5.0,Bokan 37 Restaurant,595056627
182,Breakfast meeting at Bokan with some colleagues. Excellent views over London from such a high floor.,July 2018,3.0,Bokan 37 Restaurant,595465718
183,"Firstly, it was cool up there and a great escape from the hot London summer we’re having!",July 2018,5.0,Bokan 37 Restaurant,598608449
184,Nice food and excellent view. Prices are reasonable for a suchlike location. Service friendly but understaffed. I recommend the burger.,July 2018,5.0,Bokan 37 Restaurant,598459540
185,Great location . Very nice views and the service from staff outstanding. Friendly and welcoming .,July 2018,4.0,Bokan 37 Restaurant,596300280
186,"Our third visit did not disappoint, once again. The food is wonderfully presented and with generous portion sizes. The view is fantastic and the staff are always very friendly. We will be back!",July 2018,5.0,Bokan 37 Restaurant,598718922
187,The view over London was amazing especially as the sun was setting. The ambiance had a buzzy vibe and the staff were efficient. The menu wasn’t vast but what was available was adequate.,August 2018,4.0,Bokan 37 Restaurant,602785912
188,Great Location and superb views. Staff are great and excellent Cocktails and Drinks. worth getting near window,July 2018,5.0,Bokan 37 Restaurant,602278168
189,How is this restaurant not on the list of best views in town?! The food and service was terrific. A big plus was that it felt to be a popular haunt for locals which meant that it wasn't swamped with only tourists. I got there early and was seated immediately without a reservation. The staff were really professional and swift in their service. Definitely highly recommend.,July 2018,5.0,Bokan 37 Restaurant,599097194
190,"This restaurant is at the top of the Novotel which is just a little away from the main area of Canary Wharf so it takes a bit of finding but is worth it. We started with drinks on the roof terrace on the 38th floor which is amazing, especially as it was a clear, sunny evening. The atmosphere is fun and lively and of course the view is breathtaking. We had the Tasting Menu with paired wines and enjoyed every mouthful with special mention for the Salmon with mint & pea velouté. Service was good with friendly young staff and, although it was busy, it was still possible to hold a conversation across the table. We were there quite a long time and enjoyed every minute. Highly recommended",June 2018,5.0,Bokan 37 Restaurant,594237671
191,I booked a table of 6 for my aunt's 70th. There was a slight confusion on arrival but that was cleared up. Staff allowed us to sprinkle confetti on the table to decorate and attach 2 helium balloons to her chair.,June 2018,5.0,Bokan 37 Restaurant,591900275
192,Beautiful venue in the earth of canary wharf. Definitely go there if you wanna enjoy a nice drink on the top of Canary wharf!,June 2018,5.0,Bokan 37 Restaurant,592023139
193,My family and I stayed at the hotel and went eating at the restaurant our last evening.,June 2018,3.0,Bokan 37 Restaurant,590127458
194,Sky bar situated in the Novotel.,June 2018,4.0,Bokan 37 Restaurant,591978686
195,A wonderful gem near Canary Wharf in a Novotel. No really inside a Novotel. It is on a really high floor with fantastic panaromic views of London. Much more reasonable than the shard and great cocktails. We had a moijto and a rhubarb version. Pictures attached. Abt £12 each plus 12.5% service charge. The duty manager is crazy and funny. We asked could we sit on a reserved table by the window. He said let me check. Let’s call a friend like on who wants to be a millionaire. Then after a few funny comments gave us our table. We were served by a lovely Italian lady and service was great and almost endearing. If you visit Canary Wharf or just want to have a wonderful view and not pay shard prices then come here.,June 2018,5.0,Bokan 37 Restaurant,590122283
196,"Friday 29th June may just have been the most incredible day of my life and The Bokan played a very large part in making this happen, particularly the restaurant manager, who regrettably i did not catch the name of in all of the excitement.",June 2018,5.0,Bokan 37 Restaurant,592426056
197,"I stayed at the Canary Wharf hotel the week of July 1 on a visit from America and the entire experience was fantastic. Tim and his staff were great but the highlight was easily the Bokan. I spent a good chunk of time there each day during the week and the service was always amazing. Peter and his team were all super professional, but the Star of the show, and my personal favorite bartender (now friend!) was Liam. If you ever visit this bar, do yourself a favor and have Liam serve you. The guy is a beast at his craft and made some of the best drinks I've had in my life. Liam was a huge part of the trip's success so definitely request him if you stay there, he's hilarious! My friend and I loved him so much we even got a pic with him! (see attached)",July 2018,5.0,Bokan 37 Restaurant,594133049
198,I had the pleasure to work with the Bokan Team last week to organise a Business dinner with 20 VIP guests.,July 2018,5.0,Bokan 37 Restaurant,594218766
199,Best to book for dusk when the sun is setting on a clear night. Ask for a table next to the window. Food is outstanding.,June 2018,5.0,Bokan 37 Restaurant,592465612
200,I was invited for a business dinner to this awesome restaurant with a pub and and terrace with astonishing views over the City,June 2018,5.0,Bokan 37 Restaurant,588749957
201,Very nice setting.,June 2018,4.0,Bokan 37 Restaurant,587357790
202,"Amazing, Amazing, Amazing....",May 2018,5.0,Bokan 37 Restaurant,588491391
203,"Bokan is a laid-back with a warm wood/industrial interior - with views spanning up and down the Thames. There's a bar on one floor, and restaurant below. The menu is compact (I've been there 3 times in 3 months and the menu is the same). The chef favours undercooked fish, but will cook meat to your taste. The vegetarian options are tasty and include cheese, but I think a vegan may struggle to find something unless the restaurant is advised in advance. Definitely a place to go - if you don't eat, hang out in the bar.",February 2018,4.0,Bokan 37 Restaurant,588739856
204,Amazing views of London's Skyline. Worth the premium price on the drinks as you can see the city of London all lit up while you enjoy a drink. Of course make sure to pick a night without fog or rain.,May 2018,4.0,Bokan 37 Restaurant,587064197
205,I have been here a few times now and Chef Aurelie and her team always cook simply the best food! Without a doubt the best food in Canary Wharf and some of the best in London.,June 2018,5.0,Bokan 37 Restaurant,590092531
206,Went with a friend for dinner and tried the tasting menu which was excellent. Friendly & helpful service with some great recommendations. Decent affordable wines to pair and the salmon was spectacular. Lovely way to relax looking at the views of London.,May 2018,5.0,Bokan 37 Restaurant,587740243
207,Best thing about Bokan was the lovely Antonella super service,June 2018,5.0,Bokan 37 Restaurant,589291648
208,Always great cocktails and a wonderful staff ! The view over the city is simply breathtaking!!! I would definitely recommend more music variety !,June 2018,5.0,Bokan 37 Restaurant,589053649
209,"A recommended place to be,have a cocktails and some food to.",May 2018,4.0,Bokan 37 Restaurant,588768230
210,"Would not touch with a 10 foot pole. Yes, the view is great (assuming you're there on a good day). But the service was painfully slow (took them 45 mins to get our food out after taking orders) and you could tell the staff would much rather be elsewhere. When the food arrived, it was... below average. Not even average. At least, that was the case for me (I had a fried salmon... it seemed like their twist on fish and chips but the flavours were not a good combo, shall we just say). Now if you asked my fiance, the response is more like ""the food was horrible"" because he got a terrible case of food poisoning that very evening, after the lunch we had there. We didn't have anything else unusual that day so that lunch at Bokan was the likeliest culprit. His food poisoning was so bad he had a fever and missed two whole days of work afterwards. Long story short: not worth the pain and never going back again.",May 2018,2.0,Bokan 37 Restaurant,586677471
211,"I visited several times, love the Sunday jazz afternoons on the rooftop.",May 2018,5.0,Bokan 37 Restaurant,583008777
212,"Was on a bit of a hunt to find somewhere interesting to eat with the family while staying at the Hilton Canary Wharf. TripAdvisor came through for me. Would have never guessed that such an outstanding restaurant would be part of a Novotel. Restaurant is on the 37th floor, bar on the 38th floor and rooftop open air lounge on the 39th. All with great views back to central London.",May 2018,5.0,Bokan 37 Restaurant,583025491
213,"I visited this bar whilst staying in the hotel below the bar itself is located on he rooftop of a hotel in the middle of docklands the views are amazing and the staff excellent,",May 2018,5.0,Bokan 37 Restaurant,583463482
214,"Location and venue amazing - 5 stars - but really let down by poor bar service, particularly by one of the staff on this evening who appeared to discriminate against certain customers in favour of others. He was rude, inept and really tarnished what was a lovely night at a spectacular location. What a shame.",May 2018,2.0,Bokan 37 Restaurant,581296615
215,We visited Bokan as part of our stay at the Novotel.,May 2018,2.0,Bokan 37 Restaurant,583013267
216,"My friends and I went to Bokan bar,",May 2018,5.0,Bokan 37 Restaurant,583579655
217,"I always visit Bokan because I am simply impressed with the views - they are stunning. We always walk-in and very kind reception ladies try to accommodate and find a table for you. 6 of us went to the restaurant a couple of weeks ago and had an amazing time - bill was £500 but we had great food, amazing wine. However, let me tell one very important thing - bar team and waitress are always rude (not restaurant's). I never complained to any of the managers but I cannot hide it anymore. The last time I went there - we were 3 ladies and ordered a bottle of wine. The waitress brought 2 glasses only but and I kindly asked to get 1 more glass (obviously). We waited for 15 minutes but there was no one and still didnt get the glass. I went to the bar, no one paid any attention. Then I found the same waitress and again KINDLY asked to get an empty glass because we are 3. She was so arrogant and started to show her embarrassment by saying: ""I told you that I'm bringing it."" I cannot believe.. I said I cant wait any longer because it has been more than 15 minutes! Then she was putting an order to the till and just ignored me completely. I turned to the bar and waited for anyone to look at me and requested a glass by raising my voice: PLEASE Is anyone can pass me an empty glass? It was such an awkward situation.... After 25 minutes we finally had a possibility to enjoy our wine. Next time I tried to get a recommendation about Riesling wine which they used to have on the old drinks menu. The bartender didn't show any interest in even trying to find my taste. And there is always issues with the bar team and this particular floor - I don't understand why? General manager and restaurant manager need to look into this as I can see from the other reviews - it's happening very often. I think they are all demotivated or tired. To be honest with you, I will try to look for another good place in Canary Wharf on the top floor (didnt try any of other yet) because of this bar and team's attitude as I can't bother anymore - it always changes my mood.",May 2018,3.0,Bokan 37 Restaurant,585263636
218,A fantastic location occupying the top 3 floors of the Novotel in Canary Wharf.,May 2018,4.0,Bokan 37 Restaurant,585947600
219,"We went with friends on a Saturday evening after a few other ‘premium bars’ in town and I have to that the entrance was nice, stylish and classy without being too pretentious then the view is amazing! You can right over London with its lights and skyline so well worth it. The bar itself is decent and well in line with others in town although the service can be slow and the cocktails are at best almost half the size of anywhere I’d been during the day yet the priciest I’ve seen in quite a while. But this is London and your basically paying for one of the best views....... a comment I will make to the detriment is that we were twice approached by ladies of a ‘working disposition’ this didn’t make the ladies in our group comfortable.",June 2018,4.0,Bokan 37 Restaurant,586584759
220,"Open until late, great wine , delicious food! We had burgers and some amazing bread with butter before, most delicious one",April 2018,5.0,Bokan 37 Restaurant,577866111
221,I've been in Bokan for a friend meeting and I need to say that the place was amazing. Not only for the view but also for the great waitress Antonella who served us. Professional and kind. The food is incredible and drinking with your friends with a London view can create a nice atmosphere. Recommended.,April 2018,5.0,Bokan 37 Restaurant,577884287
222,"Bokan is a great spot in London. The view is amazing, and even going to to toilet there is Instagrammable. We wanted to go there for experience, but it was thanks to Antonella that the night was unforgettable. Her service was really friendly and welcoming, and made Bokan seem much more approachable than we though it would be. Definitely looking forward to coming back, especially if she is working!",May 2018,5.0,Bokan 37 Restaurant,578383868
223,"Visited as part of office group and service was appalling. Order was taken and laboriously handwritten onto a sheet of paper, then tsrnascripted into the order till. Bar staff are ""supposed"" to print off order and prepare and then waiting staff relay to table. Simples?! Except the wrong drinks were transposed, the bar staff didn't bother to print off order, waiting staff didn't bother to check that it had been started on even after a number of queries about delays and the non-alcoholic cocktails were served with alcohol. And that was after a 55 minute wait. Next round marginally better - except this time the insisted on alcohol free drink (Tequila Sunrise - without tequila) taook 45 minutes to arrive. Lovely venue but a classic case of style over substance. Beyond parody",May 2018,1.0,Bokan 37 Restaurant,580796996
224,"I just came back from a nice evening at Bokan. You need to have a budget but you get the unusual view, a nice atmosphere, an interesting deco, a choice of surprising cocktails and the service; Antonella did add a bit of spice to our evening as she combined professionalism with a relaxing sense of humour, a cheerful side and an easy-going way. Happy to enjoy it again. Philippe.",April 2018,4.0,Bokan 37 Restaurant,576962694
225,"Was here during bank holiday weekend, it was perfect! From the food to cocktails selection, the staff were very friendly and welcoming! The bottomless brunch is a good choice to celebrate the weekend, the rooftop bar is great for private hire such as office / party! The view is amazing, especially when the sun shines in London! Definitely highly recommended and hope to come back soon!",May 2018,5.0,Bokan 37 Restaurant,578444506
226,"We were staying last weekend in Novotel Canary wharf, on Saturday night, we had table booked for two in Bokan, for my Mrs and I. The dining experience was an excellent one! The Head executive chef Aurelie, was serving and overlooking our table, everything was just spot on, also sous chef Robert was great and his team made their self's proud! Chef Istvan was serving perfectly cooked breakfast at morning buffet. Great service as well! Very friendly,positive, and attentive waiters and waitresses! Fantastic hotel and beautiful view, great staff! I can recommend this place for 100% to everyone! Thank you very much? Novotel Canary wharf, BOKAN.",April 2018,5.0,Bokan 37 Restaurant,577033534
227,My wife found this little gem for our birthdays and it was brilliant. Unfortunately the weather was not good but otherwise the view would be fantastic. We were very well looked after by the staff and manager. The drinks and bar food was very very good. Definately recommend this place and we will visit again soon. Thank to all the staff for making this a memorable occasion.,May 2018,5.0,Bokan 37 Restaurant,579814192
228,"Me and my friend staying at Novotel, heard great reviews on bokan. When me and my friend got to the restaurant ordered our food and drinks.",May 2018,2.0,Bokan 37 Restaurant,580063988
229,Great rooftop in London. Good service and quality food enjoying really good views.,May 2018,4.0,Bokan 37 Restaurant,580704843
230,"I’ve been here many times since it first opened, previous visits have been fantastic, however last night was a bit below par, we had bar food which took quite a while to come out and was staggered, also the waiter was a tad aggressive with his response to incorrect orders insisting that he was right despite the 3 of us saying “no that’s not what we asked for”",April 2018,3.0,Bokan 37 Restaurant,572818570
231,"Came here on a Saturday around 8 for dinner with my boyfriend, and my review in a nutshell:",April 2018,3.0,Bokan 37 Restaurant,573361198
232,"Me and my girlfriend visited this bar on a Friday afternoon- I would recommend booking a table so you ensure you sit by the window to get the best views. The drinks are in the higher price bracket but well worth it. The staff were brilliant, table service and fizz/wine top ups when you have a bottle. We ordered chips, olives and focaccia with hummus and they were lovely and decent sized portions. Our waiter knocked one of our glasses over and immediately requested a new full glass to the table. All round great experience, will definitely be returning!",April 2018,5.0,Bokan 37 Restaurant,573475669
233,"On a clear day the view is fantastic! The breakfast was excellent and dinner was very good. The night we ate at the restaurant, it was very busy and the service was very slow.",April 2018,4.0,Bokan 37 Restaurant,576424918
234,"Superb Saturday evening out! I met my friends at Bokan and our table was next to the window. As it was a clear sunny day, the views across London were spectacular during daylight and night time. All three of us loved it. The staff gave us a warm welcome and looked after us very well throughout our visit. Their knowledge about the food and wine pairing was very good. We went for the tasting menu which was amazing. It was a successful evening and cannot wait to go there again. Thank you.",April 2018,5.0,Bokan 37 Restaurant,574026807
235,Love Bokan!,April 2018,5.0,Bokan 37 Restaurant,573336603
236,Absolutely cannot speak highly e Pugh about this restaurant on top of Novotel hotel Canary Wharf. Food was absolutely incredible. Service impeccable and the views over London incredible. We absolutely loved the incredible flavours of the food. A must try.,April 2018,5.0,Bokan 37 Restaurant,574794804
237,Horrible service!!! I wais waiting for 40 minuets to order one drink when the bar was totally empty...,April 2018,1.0,Bokan 37 Restaurant,576235066
238,"The food is absolutely delicious with local products, the view of the city is astonishing, always had a warm welcome and service from the staff, the cocktails are inventive and the style and decoration is very trendy. I love this place, coming here as often as possible and never ever disappointed.",April 2018,5.0,Bokan 37 Restaurant,575024398
239,I have been living for quite a while in London and have been to several restaurant but Bokan is by far my favorite place.,April 2018,5.0,Bokan 37 Restaurant,576409478
